key,title,reason
10919284,SN-TOOD: An Improved TOOD-Based Steel Surface Defect Detection,no_IaC_term
9994063,Recent Research Into Infrastructure as Code,no_quality_term
9480442,Higher order Hamiltonian Monte Carlo sampling for cosmological large-scale structure analysis,no_IaC_term
10364041,Development and Test of a Cathodic Protection Testing System for Buried Pipeline,no_IaC_term
8780457,Digital Image Analysis of Beef Color Using Euclidean Distance Method,no_IaC_term
8280625,Sentiment analysis of students' perception on the use of smartphones: A cross sectional study,no_IaC_term
7905707,The web security and vulnerability analysis model on Indonesia Higher Education institution,no_IaC_term
7905738,Analysis of Indonesian sentiment text based on affective space model (ASM) using electroencephalogram (EEG) signals,no_IaC_term
8780444,Improving Naïve Bayes in Sentiment Analysis For Hotel Industry in Indonesia,no_IaC_term
8280568,Emotion recognition and brain mapping for sentiment analysis: A review,no_IaC_term
10919320,Free-Drop Testing on Internal Store Separation by the Fast-Response Pressure Sensitive Paint,no_IaC_term
5966709,Independent component analysis of fMRI data: Detection of the working memory network,no_IaC_term
10919345,An Improved YOLOv5 Model for Steel Surface Defect Detection by Integrating Multi-Dimensional Atrous Convolution,no_IaC_term
7905702,Signal and image processing techniques for VLSI failure analysis,no_IaC_term
8080714,Land cover mapping capability of multispectral thermal data: The TASI-600 case study,no_IaC_term
8280652,Human face recognition application using pca and eigenface approach,no_IaC_term
10919326,CAGK-YOLO: An Efficient Detection Model for Micro-Scale and Irregular Surface Defects Based on Deep Learning,no_IaC_term
10641499,Detection of Critical Areas Prone to Land Degradation Using Prisma: The Metaponto Coastal Area in South Italy Test Case,no_IaC_term
8780456,Usability Evaluation and Development of a University Staff Website,no_IaC_term
8780470,Drivers'Visual Search Behaviour: Eye Tracking Analysis Approach,no_IaC_term
10919375,Control System of Laboratory Equipment Based on Power Carrier Communication,no_IaC_term
10620075,Enhancing Radiation Stability and Image Quality in Periodic Planar Structures: A Characteristic Mode Analysis Approach for Cancer Imaging,no_IaC_term
11161066,Wind Turbine Blades Defect Detection Based on Attention and Dynamic Upsampling,no_IaC_term
9267429,Erratum: A physically motivated definition for the size of galaxies in an era of ultra-deep imaging,no_IaC_term
8780502,Performance Analysis of Big Data Frameworks on Virtualized Clusters,no_IaC_term
10363937,Spectral Signal Denoising Algorithm Based On Modified Singular Spectrum Analysis Analysis,no_IaC_term
7905706,The implementation of Genetic Algorithm and Routing Lee for PCB design optimization,no_IaC_term
10919258,An Improved Time Series Model,no_IaC_term
10364184,A CNN-Based Automatic Detection Method for Tunnel Lining Internal Defect Using Ground Penetrating Radar,no_IaC_term
5966730,Processing fMRI images acquired in a Variable Attentional Control Task Experiment,no_IaC_term
9480402,cosmic birth: efficient Bayesian inference of the evolving cosmic web from galaxy surveys,no_IaC_term
9111164,A physically motivated definition for the size of galaxies in an era of ultradeep imaging,no_IaC_term
11161215,Aerodynamic Performance Analysis for an Eagle-Inspired Flapping-Wing Aerial Vehicle,no_IaC_term
10919414,Iterative Learning Identification of Singular Nonlinear Systems Based on Vector Plot Analysis,no_IaC_term
8780516,The Digital Company Based on Competitive Strategy,no_IaC_term
8780424,Developing a QR Code-based Library Management System with Case Study of Private School in Surakarta City Indonesia,no_IaC_term
9955074,Unveiling “The Scream” by Edvard Munch: Iterative Fuzzy c-Means Analysis OF Macro-XRF Mapping,no_IaC_term
8780493,Feature Extraction Using Histogram of Oriented Gradient and Hu Invariant Moment for Face Recognition,no_IaC_term
9624091,Widely distributed exogenic materials of varying compositions and morphologies on asteroid (101955) Bennu,no_IaC_term
7905723,Traceability between business process and software component using Probabilistic Latent Semantic Analysis,no_IaC_term
10364112,Financial Time Series Prediction via Neural Ordinary Differential Equations Approach,no_IaC_term
8780510,Verifying the Authenticity of Digital Certificate and Transcript Using Background Subtraction Method,no_IaC_term
8780568,Foreign Direct Investment (FDI) And Information Communication And Technology (ICT)Perspective: Empirical Study In Asia,no_IaC_term
11161562,Pipeline Inner Wall Defect Detection Based on ALW-YOLO,no_IaC_term
10084720,"TOI-2046b, TOI-1181b, and TOI-1516b, three new hot Jupiters from TESS: planets orbiting a young star, a subgiant, and a normal star",no_IaC_term;no_quality_term
7905703,Breast cancer identification on digital mammogram using Evolving Connectionist Systems,no_IaC_term
7905689,Bull sperm motility measurement using improved matching-based algorithm and ellipse detection,no_IaC_term
8280602,Saving water with water level detection in a smart home bathtub using ultrasonic sensor and Fuzzy logic,no_IaC_term;no_quality_term
7905750,Similarity analysis of motion based on motion capture technology,no_IaC_term
8280581,Velocity and acceleration analysis from kinematics linear punch using optical motion capture,no_IaC_term
8780411,a. Multi-Facet Analysis of Technology-Enhanced Learning,no_IaC_term
8191735,Cosmic microwave background observations with the Jodrell Bank-IAC interferometer at 33 GHz,no_quality_term
8280628,Why does people use e-payment systems in C2C e-marketplace? a trust transfer perspective,no_IaC_term
8780554,Cluster Analysis of Indonesian Province Based on Prices of Several Basic Food Commodities,no_IaC_term
7905755,Analysis of online training system from economic perspective using Ranti's Generic IS/IT Business Value: (Case study: Bank Rakyat Indonesia),no_IaC_term
7905734,Enhanced Latent Semantic Analysis by considering mistyped words in automated essay scoring,no_IaC_term
8780463,Genetic Algorithm Modification Analysis Of Mutation Operators In Max One Problem,no_IaC_term
9583974,37 new validated planets in overlapping K2 campaigns,no_IaC_term
8780422,Quran Tajweed Extraction and Segmentation Based on HSV Color Space Model,no_IaC_term
8780438,Analysis of Disease Data in Indonesia by Using SAW and AHP Decision Support Methods,no_IaC_term
7905737,Saboteur game modelling using means-ends analysis,no_IaC_term
9480034,Photoionized Herbig–Haro objects in the Orion Nebula through deep high-spectral resolution spectroscopy – I. HH 529 II and III,no_IaC_term
8780479,Evaluation of User Engagement in E-Learning Standardization and Conformity Assessment Using Subjective and Objective Measurement,no_IaC_term
8280570,Increasing Messenger service capability and security on mobile devices using Hybrid Compression-HR2 algorithm,no_IaC_term
7905683,An analysis of Haar Wavelet Transformation for androgenic hair pattern recognition,no_IaC_term
7905700,Usage area and speed performance analysis of booth multiplier on its FPGA implementation,no_IaC_term
8280585,Analysis of comparison between sequential and parallel computation using openmp for Molecular Dynamic Simulation,no_IaC_term
9109144,Deconstructing double-barred galaxies in 2D and 3D – II. Two distinct groups of inner bars,no_IaC_term
7905705,Real time face recognition using DCT coefficients based face descriptor,no_IaC_term
8780550,Comparison Topsis And Saw Method In The Selection Of Tourism Destination In Indonesia,no_IaC_term
7905726,FX forecasting using B-WEMA: Variant of Brown's Double Exponential Smoothing,no_IaC_term
8280641,Solving non-linear equations containing spline interpolation function by relaxing the Newton method,no_IaC_term
11161176,Optimization Design of Dovetail Joint Structure Considering Assembly Gaps,no_IaC_term
8280567,Comparison Analysis between implementation of Principal Components Analysis and Haar wavelet as feature extractors in palmprint recognition system,no_IaC_term
8868843,Instantaneous frequency modes separation via a Spectrogram-Radon based approach,no_IaC_term
10164037,Regression models as a tool for genome-wide association studies of Environmental Exposures and DNA Methylation,no_IaC_term
9491170,Homogeneous analysis of globular clusters from the APOGEE survey with the BACCHUS code – III. ω Cen,no_IaC_term
10919301,Gray Correlation Analysis of Personal Health Expenditure in Shanghai,no_IaC_term
10919299,Dynamic Modeling and Aerodynamic Characteristics Analysis of Flapping-Wing Aerial Vehicles,no_IaC_term
11160795,Simulation Analysis of Wave-Following Performance of Buoys Based on AQWA,no_IaC_term
10364080,Mass-Spring-Damping-Based Tissue Deformation Modeling for Robotic Acupuncture,no_IaC_term
7127000,Alterdroid: Differential Fault Analysis of Obfuscated Smartphone Malware,no_IaC_term
8280636,Social media strategies for public diplomacy: A case study in the Ministry of Foreign Affairs of the Republic of Indonesia,no_IaC_term
7905725,Using cloud computing for building DAS Tondano mitigation disaster information system prototype,no_IaC_term
7905715,Implementation of Diabetic Retinopathy screening using realtime data,no_IaC_term
11161666,"Standard Power Function, Absolute-Value Power Function, and Zhang Power Function",no_IaC_term
8080711,Calibration issues and pre-processing chain of the TASI-600 airborne LWIR hyperspectral scanner,no_IaC_term
10919460,A MAPPO Algorithm-Based Approach to Energy Management for Integrated Energy Systems in Communities,no_IaC_term
7905699,"Performance evaluation of routing protocols RIPng, OSPFv3, and EIGRP in an IPv6 network",no_IaC_term
8280584,File encryption and hiding application based on advanced encryption standard (AES) and append insertion steganography method,no_IaC_term
7905757,A file undelete with Aho-Corasick algorithm in file recovery,no_IaC_term;no_quality_term
8780413,SPOT: A Low Cost Intelligent Parking System for Urban Malls,no_IaC_term
8780473,Real-time Recognition and Information Extraction on C++ Syntax with Augmented Reality,no_IaC_term
10364046,Subspace-based Fault Detection Using Performance Metrics,no_IaC_term
9114272,Quasi-periodic behaviour in the optical and γ-ray light curves of blazars 3C 66A and B2 1633+38,no_IaC_term
11160758,A Deep Multi-task Learning Method for E-learning Behavior Analysis,no_IaC_term
9584227,Surface brightness fluctuations to constrain secondary stellar populations: revealing very low-metallicity stars in massive galaxies,no_IaC_term
8780409,Data Comparison of NFC PN532 on Wemos Dl and MKR1000 Board through MQTT Protocol,no_IaC_term
8780482,Early Identification of Leaf Stain Disease in Sugar Cane Plants Using Speeded-Up Method Robust Features,no_IaC_term
11161396,ADP-Based Control Design for Nonlinear Systems with Multi-Inputs without Using Initial Admissible Control Laws,no_IaC_term
11161943,Adaptive Fixed-Time Stabilization for Nonlinear Systems with Low-Order and High-Order Growth Conditions,no_IaC_term
11162076,Intelligent Singularity-Free Finite-Time Tracking Control for an Autonomous Surface Vessel,no_IaC_term
8780435,Detecting Learning Style Based on Level of Knowledge,no_IaC_term;no_quality_term
8780515,Performance Analysis of the Resource Loading Time for Borneo Biodiversity Information System,no_IaC_term
8780417,Automatic Time-based Learning Type Analysis towards Dynamic Personalization,no_IaC_term
8780483,Comparative Evaluation of Object Tracking with Background Subtraction Methods,no_IaC_term
10363928,A Frequency-Sweeping Approach for Establishing Stability Region for Complex-Valued Parameter for a Class of Linear Time-Invariant Systems with Discrete or Distributed Delay *,no_IaC_term
7905712,Recurrent neural network with Extended Kalman Filter for prediction of the number of tourist arrival in Lombok,no_IaC_term
8280631,Analysis of internal and external factors influencing user's knowledge sharing behavior on TMC polda metro Jaya's Twitter using theory of planned behavior,no_IaC_term
8280650,ICT adoption for education: A proposed framework,no_IaC_term
8780421,Multi-Criteria Decision-Making for Evaluation of Student Academic Performance Based on Objective Weights,no_IaC_term
8780500,Change Management Methodology for e-Government Project in Developing Countries: A Conceptual Model,no_IaC_term
8780514,The Pedagogy Optimization with Educational Data Mining and Learning Analytics for E-Learning System - A Review of the Literature Review,no_IaC_term
5438401,A modified permutation test for robust radar detection under nonhomogeneous and correlated clutter,no_IaC_term
7905679,Implementation of Pixel Based Adaptive Segmenter method for tracking and counting vehicles in visual surveillance,no_IaC_term
8780497,Prediction of Smarthphone Charging using K-Nearest Neighbor Machine Learning,no_IaC_term
7905717,Customer loyalty prediction in multimedia Service Provider Company with K-Means segmentation and C4.5 algorithm,no_IaC_term
8280578,Security of data communications between embedded arduino systems with substitution encryption,no_IaC_term
7905685,The effective noise removal techniques and illumination effect in face recognition using Gabor and Non-Negative Matrix Factorization,no_IaC_term
8780474,Utilization of Semantic Web Rule Language for Tourism Ontology,no_IaC_term
8780503,Clustering Grey-Scale Face-Images Using Modified Adaptive Affinity Propagation with a New Preference Model,no_IaC_term
8280594,Pasienesia: A mobile based e-patient social network: Promoting empowerment among patients who experience similar diseases,no_IaC_term
8780425,Saving The Vegetable Peddler (Mlijo) with Information Technology,no_IaC_term
11110470,Thermo-Optical Spiking and Mixed-Mode Oscillations in Injected Kerr Microcavities,no_IaC_term
8780436,Safe Distance Detector to Watching Television,no_IaC_term
8780464,Filtering Impolite Words in Social Network Using Naïve Bayes Classifier,no_IaC_term
8280593,Improving the performance of queueing method for internet network in cibuntu tourist village,no_IaC_term
7905718,Acceptance and use of technology evaluation on insurance data processing system (Care Tech): A case study on insurance company in Indonesia,no_IaC_term
7905747,"Performance analysis of AODV and DSDV using SUMO, MOVE and NS2",no_IaC_term
8780495,Comparative Analysis of Online E-Learning and Face To Face Learning: An Experimental Study,no_IaC_term
8280589,Analysis of intrinsic factors of mobile banking application users' continuance intention: An evaluation using an extended Expectation Confirmation Model,no_IaC_term
8280630,The analysis of tourism information to enhance information quality in e-tourism,no_IaC_term
8780440,Similarity Analysis of Taekwondo Movement Using Data Motion,no_IaC_term
8780462,Analysis the Acceptance of Use for Document Management System Using Technology Acceptance Model,no_IaC_term
8780564,5-Star Hotel Website Quality Criteria Analysis,no_IaC_term
8280586,A novel scheme for handwritten binarization method on sundanese palm leaf document images,no_IaC_term
9647987,Pisces VII: discovery of a possible satellite of Messier 33 in the DESI legacy imaging surveys,no_IaC_term;no_quality_term
9111144,RedDots: a temperate 1.5 Earth-mass planet candidate in a compact multiterrestrial planet system around GJ 1061,no_IaC_term
8280611,Image segmentation using the Otsu method in Dental X-rays,no_IaC_term
8780504,Critical Success Factors for Project Management Office: An Insight from Indonesia,no_IaC_term;no_quality_term
8280618,Developing Indonesian corpus of pornography using simple NLP-text mining (NTM) approach to support government anti-pornography program,no_IaC_term;no_quality_term
8780460,The Design Of IT Development Based On EA Model For Islamic Boarding School,no_IaC_term;no_quality_term
8780452,Assessment of Teacher Performance Using Technique For Other Preference By Similarity To Ideal Solution (TOPSIS),no_IaC_term
8280609,A short film making with 3D CGI and live action footage usage using compositing technique and key frames method,no_IaC_term;no_quality_term
7905692,Barriers factors in contributing knowledge at virtual communities (a literature review),no_IaC_term;no_quality_term
8780451,Preprocessing For Crawler Of Short Message Social Media,no_IaC_term;no_quality_term
8780570,Customer Segmentation based on RFM model and Clustering Techniques With K-Means Algorithm,no_IaC_term
10364175,Zeroing Neural Network for Solving Hybrid Time-Dependent Linear-Nonlinear Dynamic System,no_IaC_term
10363995,Adaptive Attitude Fault-Tolerant Control of Quadcopter Based on Fuzzy State Observer,no_IaC_term
10364124,A Support Vector Machine Based on Neural Dynamics Approach for Bearing Fault Classification,no_IaC_term
10919356,Design and Validation of New State Adjustment Scheme Based on Gradient Descent for Omnidirectional Mobile Robot Manipulators,no_IaC_term
8280576,Diagnostic decision support system of chronic kidney disease using support vector machine,no_IaC_term
8780561,Segmentation of Overlapping Areas on Pap Smear Images with Color Features Using K-Means and Otsu Methods,no_IaC_term
8280534,Levensthein distance as a post-process to improve the performance of OCR in written road signs,no_IaC_term
8280621,"Chess piece movement detection and tracking, a vision system framework for autonomous chess playing robot",no_IaC_term
8280637,Determining components of national cyber security framework using Grounded Theory,no_IaC_term
8280613,The depth-first search column by column approach on the game of Babylon Tower,no_IaC_term
7905739,Okamoto-Uchiyama homomorphic encryption algorithm implementation in e-voting system,no_IaC_term
7905722,Ontology Alignment using combined similarity method and matching method,no_IaC_term
7905688,Adaptive edge detection and Histogram color segmentation for centralized vision of soccer robot,no_IaC_term
7905681,A soft set approach for fast clustering attribute selection,no_IaC_term
8780466,An Adaptive e-Leaming Model Based on Myers-Briggs Type Indicator(MBTI),no_IaC_term
8280624,Robust ball color auto-calibration for tracking,no_IaC_term
8280632,Quality enhancement of degraded sundanese lontar images using direct subtraction and retrospective correction methods in several color space,no_IaC_term
8780499,Comparison of Color Constancy Approaches on Images with Unbalanced Color Distribution,no_IaC_term
8280619,Shortest-path problem solving in the installation of data/internet network using Apriori algorithm,no_IaC_term
8780433,Visual Based Path Detection for Obstacle Avoidance,no_IaC_term
8780508,Optimizing Marshall Test Parameters on Asphalt Concrete Using Hybrid Neural Network - Genetic Algorithm Approach,no_IaC_term
8780488,The Ontology of SMEs's Form Application for Interoperability Systems,no_IaC_term
9669283,A data-driven model for the generation of Virtual Cohorts,no_IaC_term
10363915,Fixed-Time Dynamic Surface Tracking of Nonlinear Systems with Unknown Control Directions,no_IaC_term
905038,MPI collective communication operations on large shared memory systems,no_IaC_term
9541815,Manipulation of Temporal Localized Structures in a VECSEL With Optical Feedback,no_quality_term
9623852,Spectral properties of near-Earth objects with low-Jovian Tisserand invariant,no_IaC_term
8826584,Differential Sensor Based on Electroinductive Wave Transmission Lines for Dielectric Constant Measurements and Defect Detection,no_IaC_term
9480494,28–40 GHz variability and polarimetry of bright compact sources in the QUIJOTE cosmological fields,no_IaC_term
8344039,Mid-infrared imaging- and spectro-polarimetric subarcsecond observations of NGC 1068,no_quality_term
1272796,Quantization of the rolling-body problem with applications to motion planning,no_IaC_term
9491341,Beyond the hubble sequence – exploring galaxy morphology with unsupervised machine learning,no_IaC_term
11162111,Optimal Route Selection for Berthing and Unberthing Based on AIS Data,no_IaC_term
8553498,On the time-frequency reassignment of interfering modes in multicomponent FM signals,no_IaC_term
9994926,An agent-based multi-level model to study the spread of antimicrobial-resistant gonorrhoea,no_IaC_term;no_quality_term
9690970,The DES view of the Eridanus supervoid and the CMB cold spot,no_IaC_term;no_quality_term
10919374,Fault-Tolerant Control of Hypersonic Flight Vehicle Attitude Tracking Based on Adaptive Dynamic Programming,no_IaC_term
10364047,An Optimized YOLO Model with Local Attention for Arthritis Lesion Detection on X-Ray Images,no_IaC_term
10363880,Quadrotor UAV Control Algorithm Based on Active Disturbance Rejection Control,no_IaC_term
10363913,Implementation of Multi-dimensional Power Big Data Visualization Platform Based on Python,no_IaC_term
10364100,A Backstepping-Based Temperature and Humidity Nonlinear Tracking Control Scheme for a Class of Air-Handling Units,no_IaC_term
11161382,Asynchronous Quantization Control of Stochastic Markov Jump Systems with Round-Robin Protocol,no_IaC_term
10919404,State-Feedback Control of a Class of Nonlinear Systems with Neutral Delays,no_IaC_term
10919264,Multi-background Adaptive Dominant Color Extraction Model of Deformation Camouflage,no_IaC_term
10919347,Adaptive Cooperative Control for Hybrid Nonlinear Multiagent Systems,no_IaC_term
8780442,Performance Analysis of Information Quality Indexing in Government Agency's Social Media: A case of Customs in Indonesia,no_IaC_term
10363835,Bioinspired Motion Information Guided Tracking Algorithm for Small Targets in Infrared Images,no_IaC_term
11161486,Exploring Probabilistic Ensembling Fusion for UAV-Based RGBT Visual Object Tracking,no_IaC_term
10919302,Reward Shaping for RL Based on Human Multi-Attribute Scaling Preferences Feedback,no_IaC_term
10364134,Latent Space Neural Architecture Search via LambdaNDCGloss-Based Listwise Ranker,no_IaC_term
10589806,Fast Choreography of Cross-DevOps Reconfiguration with Ballet: A Multi-Site OpenStack Case Study,no_quality_term
10919450,The Analysis of Low-voltage Substation Business Load Capacity Based On HPLC+HRF Dual-mode Communication Technology,no_IaC_term
10364017,Design and Analysis of a Single Lower Limb Rehabilitation Exoskeleton Robot,no_IaC_term
10919405,Utilizing Full-Dimensional Dynamic Convolution for Multi-Modal Gaze Tracking in Conversational Scenarios,no_IaC_term
10364179,An Aircraft Trajectory Intelligent Prediction Scheme with Heading Change Modeling,no_IaC_term
10919377,Using Dual-Wave Variable Transformation for Four-Channel Bilateral Teleoperation Control System Under Time Delays,no_IaC_term
8780481,A Proposed Crowdsourcing Engine for Indonesian Cultural Heritage,no_IaC_term
10919279,From Lines to Algorithms: Transforming Customer Experience in Rural Banking with Smart Queue Systems,no_IaC_term
10363909,Adaptive Fuzzy Tracking Control of Uncertain High-Order Nonlinear Systems with Asymmetric Full-State Constraints and Zero Dynamics,no_IaC_term;no_quality_term
10919419,Neural Network-Based Adaptive Fixed-Time Terminal Sliding Mode Control for Unknown Nonlinear Systems,no_IaC_term;no_quality_term
10363823,Finite-Time Adaptive Optimal Control of Uncertain Strict-Feedback Nonlinear Systems with Event-Triggered Based on Fuzzy Observer and Reinforcement Learning,no_IaC_term
10919358,Bimodal Regression Method for Passenger Flow Prediction in Large Airport Terminals,no_IaC_term
10364178,Some Discussions on the Relation between $H_{2,no_IaC_term;no_quality_term
10363704,Adaptive Fixed-Time Neural Tracking Control for Nonlinear Systems with Unknown Disturbances,no_IaC_term
11160971,Intelligent Gold Ore Exploration System Integrating Laser-Induced Breakdown Spectroscopy and Genetic Algorithm-Optimized Neural Network,no_IaC_term;no_quality_term
10919386,Nonparametric Identification Modeling of Ship Manoeuvering Motion Based on Gaussian Mixture Model,no_IaC_term
10364214,Low-Dose Cone Beam CT Reconstruction by Deep Neural Network for Image-Guided Radiation Therapy,no_IaC_term
10919370,Course Tracking Control of USV Based on Optimal Backstepping Method Via Reinforcement Learning,no_IaC_term
10363938,RL-Based Robust Controller Design of Disturbed Servo System,no_IaC_term
10919330,Output Feedback Fault-Tolerant Attitude Control for Quadrotor Based on Neural Network Approximation,no_IaC_term
10364032,Distributed State Estimation Design for Discrete-Time Interconnected Singular Systems: A LMI Method,no_IaC_term
10919436,Fault Diagnosis of Central Rigid Body-Flexible Manipulator Based on Iterative Learning Control,no_IaC_term
11161871,Optimal Trajectory Tracking of Unmanned Surface Vessels with Input Constraints via Adaptive Dynamic Programming,no_IaC_term
10364075,Dynamic Event-Triggered H∞ Control for Uncertain Stochastic Singular Markov Jump Systems with Time-Varying Delays,no_IaC_term
10919271,Optimal Design of the Two-Tier Healthcare Systems with Internet Diagnosis Platform,no_IaC_term
10919381,Joint Resource Allocation and Trajectory Optimization Algorithm in UAV-Assisted MEC System Based on DDPG,no_IaC_term
11160791,Fuzzy Adaptive Control for Permanent Magnet Synchronous Motor Based on Extend State Observer and Event-Triggered Mechanism,no_IaC_term
10919269,A Novel Oblique Projection MUSIC Algorithm Against Active Decoys Using Joint Estimation of Polarization and Spatial Domains,no_IaC_term
10919448,The Gust Response Mitigation Controls for Large Aircraft Systems via PID and ADRC,no_IaC_term
10919311,Event-triggered Cooperative Fault-Tolerant Control for Multi-Uav Formation,no_IaC_term
10919454,"Stability Results of a Flocculation Model Incorporating Size-Structured, Time Delay, and Control",no_IaC_term
10919346,Adaptive Q-Learning Algorithm for Optimal Load Frequency Control in Single-Area Power Systems with Unknown Parameters,no_IaC_term
10919417,Active Disturbance Rejection Tajectory Tracking Control of a Delta Robot Based on LMI,no_IaC_term
11161494,Model Free Adaptive Fault-Tolerant Control for Discrete-Time Systems Under DoS Attacks,no_IaC_term
11162050,Adaptive Cooperative Control for Nonlinear Multi-Agent Systems Using NN-Based Actor-Critic Structure,no_IaC_term
10919283,Adaptive Optimal Prescribed Performance Solutions for Multi-player Systems with Tracking Error Constraints,no_IaC_term
11161793,ADP-Based Finite-Horizon Control for Discrete-Time Systems with Multi-Inputs and Actuator Saturations,no_IaC_term
10363868,Certifiably Robust Out-Of-Distribution Detection Based on Prediction Uncertainy Weighting,no_IaC_term
10364141,Event-Triggered Decentralized Guaranteed Cost Control for Interconnected Large-Scale System Using Adaptive Dynamic Programming,no_IaC_term
10364068,Odor Plume Direction Estimation via Gas Sensor Array,no_IaC_term
10919443,Tongue Manifestation Feature Classification and Detection for Chronic Gastritis Based on the YOLO Framework,no_IaC_term
11161764,Dynamic Event-Triggered Near Optimal Control for Solving Mixed Zero-Sum Games Via Adaptive Dynamic Programming,no_IaC_term
10364145,Adapitve Fixed-Time Fault-Tolerant Tracking Control for Nonlinear Systems with Unmodeled Dynamics,no_IaC_term
10364082,Spatial Temporal Graph Transformers for Probabilistic Load Forecasting,no_IaC_term
10364090,Event-Triggered Programming for H∞ Control of Completely Unknown Nonlinear System via Generalized Fuzzy Hyperbolic Models,no_IaC_term
11161283,A Predictive Optimization Framework for Stability-Constrained Obstacle Avoidance and Anti-Swing Motion Planning of Overhead Cranes,no_IaC_term
11160875,Iterative Learning Control Method with Safety Velocity of Mobile Robot Under Uncertain Motion Environment,no_IaC_term
10363796,Deep Neural Network Based Suspension Control Failure Identification of Maglev Systems,no_IaC_term
10364026,Parallel Control for Robust Optimal Tracking via Adaptive Dynamic Programming,no_IaC_term
8780416,Android-Based Text Recognition on Receipt Bill for Tax Sampling System,no_IaC_term
8280649,License plate Recognition for moving vehicles case : At night and under rain condition,no_IaC_term
9111149,The bias of dark matter tracers: assessing the accuracy of mapping techniques,no_IaC_term;no_quality_term
9267446,Statistical analysis of Galactic globular cluster type properties,no_IaC_term
8280535,The effect of e-CRM towards service quality and net benefits using structure equation modeling,no_IaC_term
8280539,Problematic Internet Use (PIU): The role of emotional factors on social media activities,no_IaC_term;no_quality_term
8780412,Batik Pattern Identification using GLCM and Artificial Neural Network Backpropagation,no_IaC_term
8280635,Factors influencing citizen's intention to participate in e-participation: Integrating Technology Readiness on Social Cognitive Theory,no_IaC_term
8780505,The Modeling of Artificial Neural Network of Early Diagnosis for Malnutrition with Backpropagation Method,no_IaC_term
8280614,Identification of molar and premolar teeth in dental panoramic radiograph image,no_IaC_term
8780428,Heading Correction in Rocket Flight System using Odometry Trajectory Information,no_IaC_term
8280605,A web accessing tool for blind and visually impaired people using Bahasa Indonesia,no_IaC_term
7905730,The design and preliminary implementation of low-cost brain-computer interface for enable moving of rolling robot,no_IaC_term
8780546,Application Control and Monitoring of Light Usage in Smart Home Environment,no_IaC_term
8780487,Modeling of Schools ICT Utilization: An Empirical Study in Indonesia,no_IaC_term
8280620,The synthesis of counter circuit layout design based on CMOS technology 0.35 μm,no_IaC_term
7905727,Determination of female fetus using to-zero threshold and template matching,no_IaC_term
8780437,Literature review on Artificial Neural Networks Techniques Application for Stock Market Prediction and as Decision Support Tools,no_IaC_term
8780408,Implementation of Green IT In Education Industries,no_IaC_term
8280633,A survey regarding the readiness of campus in Indonesia on the adoption of green computing,no_IaC_term
9584416,The intermediate polar cataclysmic variable GK Persei 120 years after the nova explosion: a first dynamical mass study,no_IaC_term;no_quality_term
9111268,Characterization of M-stars in the LMC in the JWST era,no_IaC_term
8280572,A cluster validity for spatial clustering based on davies bouldin index and Polygon Dissimilarity function,no_IaC_term
8780569,Texture Feature Extraction Based On GLCM and DWT for Beef Tenderness Classification,no_IaC_term
7905693,Knowledge management readiness of research agencies: A case of BATAN Indonesia,no_IaC_term
8780509,Experiments on Character and Word Level Features for Text Classification Using Deep Neural Network,no_IaC_term
8780521,Cloud-based e-Business System for Small and Medium Enterprises: A Review of the Literature,no_IaC_term
7905731,Residual Energy Effects on Wireless Sensor Networks (REE-WSN),no_IaC_term
8780459,Educational Data Mining (EDM) as a Model for Students' Evaluation in Learning Environment,no_IaC_term
8280532,Land use growth simulation and optimization in the urban area,no_IaC_term
8280615,Security comparison between dynamic & static WSN for 5g networks,no_IaC_term
8780453,Group Decision Support System to Selection Tourism Object in Bali Using Analytic Hierarchy Process (AHP) and Copeland Score Model,no_IaC_term
10646454,"Characterizing Polkadot’s Transactions Ecosystem: methodology, tools, and insights",no_IaC_term
8780501,Primary Care Functional Requirements of a Health Information System in Indonesia,no_IaC_term
7905760,Wall shear stress calculation based on MRI image in patients with abdominal aortic aneurysm (AAA),no_IaC_term
8280644,Factors influencing continuance intention of travel agency information system use: A case study of Powersuite,no_IaC_term
8780431,Predicting Grade Promotion Using Decision Tree and Naïve Bayes Classification Algorithms,no_IaC_term
8280538,Hamiltonicity on Enhanced Extended Fibonacci Cube,no_IaC_term
1234178,A testbed for data fusion for helicopter diagnostics and prognostics,no_IaC_term
9111198,NGC 6712: the variable star population of a tidally disrupted globular cluster,no_IaC_term
9109163,Analysis of absorption lines in the high-resolution spectra of five hot post-AGB candidates,no_IaC_term
9114047,A spectroscopic survey of Abell 1703: is it a rare relaxed cluster hosting a radio halo or a usual merging system?,no_IaC_term
10091588,QUIJOTE scientific results – IV. A northern sky survey in intensity and polarization at 10–20 GHz with the multifrequency instrument,no_IaC_term
11160957,Dynamic Event-Triggered Robust Optimal Control for Nonlinear Switched Systems with Perturbations,no_IaC_term
10364206,Functional Brain Subnetwork Analysis in Alzheimer's Disease and Mild Cognitive Impairment,no_IaC_term
11161219,Reinforcement Learning-Based Fixed-Time Tracking Control for Nonlinear System with Disturbances,no_IaC_term
10364204,Adaptive Neural Optimal Control of a Robot Manipulator with Time-Varying State Constraints,no_IaC_term
10919270,WRC (World Reserve Currency) Shifting Year Forecast Using Newton Divided-Difference Tables and Polynomials with Error Analyses,no_IaC_term
